09:00:00.007,205.24
09:00:00.008,205.23
09:00:00.021,205.22
09:00:00.565,205.21
09:00:00.566,205.2
09:00:00.566,205.21
09:00:00.568,205.2
09:00:00.570,205.21
09:00:00.571,205.2
09:00:00.582,205.21
09:00:00.634,205.2
09:00:00.663,205.21
09:00:00.859,205.22
09:00:00.872,205.21
09:00:00.886,205.22
09:00:00.891,205.21
09:00:02.293,205.22
09:00:02.318,205.21
09:00:02.368,205.22
09:00:02.378,205.21
09:00:02.454,205.22
09:00:02.456,205.23
09:00:02.505,205.22
09:00:02.565,205.23
09:00:02.611,205.22
09:00:02.834,205.23
09:00:03.326,205.24
09:00:10.269,205.25
09:00:10.348,205.24
09:00:13.186,205.25
09:00:16.543,205.26
09:00:16.662,205.27
09:00:17.185,205.26
09:00:17.185,205.27
09:00:17.186,205.26
09:00:17.235,205.27
09:00:17.601,205.28
09:00:17.697,205.27
09:00:18.076,205.28
09:00:18.154,205.27
09:00:19.278,205.28
09:00:19.433,205.27
09:00:19.493,205.28
09:00:19.532,205.27
09:00:22.183,205.28
09:00:22.200,205.27
09:00:22.284,205.28
09:00:22.344,205.27
09:00:22.578,205.28
09:00:22.737,205.27
09:00:32.238,205.26
09:00:34.157,205.25
09:00:35.253,205.26
09:00:36.506,205.25
09:00:39.300,205.24
09:00:39.980,205.23
09:00:40.004,205.24
09:00:40.109,205.23
09:00:40.197,205.24
09:00:40.566,205.23
09:00:40.740,205.24
09:00:41.982,205.23
09:00:48.446,205.22
09:00:48.454,205.23
09:00:51.359,205.24
09:00:52.939,205.25
09:00:53.448,205.24
09:00:53.451,205.23
09:00:53.452,205.24
09:00:53.452,205.23
09:00:53.607,205.24
09:00:53.694,205.23
09:00:53.695,205.24
09:00:53.738,205.23
09:00:53.969,205.24
09:00:53.969,205.23
09:00:53.970,205.24
09:00:54.025,205.23
09:00:54.033,205.24
09:00:54.171,205.25
09:00:54.199,205.24
09:00:54.222,205.25
09:00:54.233,205.24
09:00:54.883,205.25
09:00:54.938,205.26
09:00:54.941,205.25
09:00:54.978,205.26
09:00:54.979,205.25
09:00:56.936,205.24
09:00:56.940,205.25
09:00:56.968,205.24
09:00:56.972,205.25
09:00:57.616,205.24
09:00:57.618,205.25
09:00:58.019,205.24
09:00:58.285,205.25
09:00:58.289,205.26
09:01:02.099,205.25
09:01:03.345,205.24
09:01:03.346,205.25
09:01:03.346,205.24
09:01:03.347,205.25
09:01:03.350,205.24
09:01:03.352,205.25
09:01:03.357,205.24
09:01:03.507,205.23
09:01:03.507,205.24
09:01:04.918,205.23
09:01:04.919,205.24
09:01:04.919,205.23
09:01:04.919,205.24
09:01:07.324,205.25
09:01:07.705,205.26
09:01:09.295,205.25
09:01:09.301,205.26
09:01:09.335,205.25
09:01:09.337,205.26
09:01:11.500,205.27
09:01:12.649,205.26
09:01:13.904,205.27
09:01:16.206,205.28
09:01:16.208,205.29
09:01:16.931,205.3
09:01:18.354,205.31
09:01:18.354,205.3
09:01:18.354,205.31
09:01:19.527,205.32
